gsurl,class
gs://tamucc_coastline/esi_images/IMG_0552_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_9733_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_2550_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_6562_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_6815_SecEFG_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_6615_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8474_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4742_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1110_SecABD_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_4874_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3016_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2412_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_8171_SecEFG_Sum12_Pt1.jpg,3A
gs://tamucc_coastline/esi_images/IMG_4584_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8666_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_3084_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5738_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8394_SecAB_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4343_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_0798_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_6906_SecEFG_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_5705_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5817_SecFG2_Spr12.jpg,1
gs://tamucc_coastline/esi_images/IMG_0538_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_7832_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_3463_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4718_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6455_SecMO_Sum12_Pt3.jpg,3A
gs://tamucc_coastline/esi_images/IMG_1060_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_9988_SecBC_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_1509_SecEGH_Sum12_Pt2.jpg,8A
gs://tamucc_coastline/esi_images/IMG_6854_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_2753_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1243_SecABD_Sum12_Pt1.jpg,7
gs://tamucc_coastline/esi_images/IMG_4471_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_6570_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9097_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8016_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3158_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2857_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4316_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_7839_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9606_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_0007_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7081_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7342_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0280_SecBC_Spr12.jpg,2A
gs://tamucc_coastline/esi_images/IMG_3542_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2189_SecDE_Spr12.jpg,8C
gs://tamucc_coastline/esi_images/IMG_1188_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_0831_SecEFG_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_4969_SABay_2013.JPG,10C
gs://tamucc_coastline/esi_images/IMG_5233_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0487_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_9092_SecEFG_Sum12_Pt1.jpg,7
gs://tamucc_coastline/esi_images/IMG_7658_SecQN_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_5517_SecOPQ_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_3000_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3075_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1761_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1883_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3978_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_9966_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_2807_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7056_SecQN_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_8620_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_5030_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_5366_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6507_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1486_SecBC_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_6038_SecJMO_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_5133_SecEGH_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_7193_SecI_Sum12_Pt2.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4401_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_6364_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5288_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0739_SecBC_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6731_SecMO_Sum12_Pt3.jpg,3A
gs://tamucc_coastline/esi_images/IMG_3612_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5683_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7542_SecAB_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1785_SecEGH_Sum12_Pt2.jpg,8A
gs://tamucc_coastline/esi_images/IMG_2936_SecABD_Sum12_Pt1.jpg,6B
gs://tamucc_coastline/esi_images/IMG_7288_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_1718_SecABD_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9930_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_0541_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_7182_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9077_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8421_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_6350_SecFG2_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_5898_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4478_SecC_Sum12_Pt1.jpg,2A
gs://tamucc_coastline/esi_images/IMG_9389_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0976_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_6356_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3415_SecDE_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_6272_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5684_SecFG2_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_2778_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0254_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9983_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7765_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9103_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7033_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_6396_SecEFG_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_3779_SecABD_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_1346_SecABD_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7263_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4990_SecJMO_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_6101_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3842_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1551_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6321_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4885_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1817_SecEGH_Sum12_Pt2.jpg,8A
gs://tamucc_coastline/esi_images/IMG_9368_SecMO_Sum12_Pt3.jpg,8A
gs://tamucc_coastline/esi_images/IMG_0225_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_0935_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_1176_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4312_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_3110_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4553_SecC_Sum12_Pt1.jpg,2A
gs://tamucc_coastline/esi_images/IMG_0422_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_2873_SecABD_Sum12_Pt1.jpg,3A
gs://tamucc_coastline/esi_images/IMG_5729_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6651_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1308_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_6493_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6852_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2733_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7745_SecI_Sum12_Pt2.jpg,3A
gs://tamucc_coastline/esi_images/IMG_4841_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7374_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8497_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3634_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_3457_SecABD_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_9135_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_7284_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_7646_SecAB_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_1917_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7559_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1902_SecEGH_Sum12_Pt2.jpg,8A
gs://tamucc_coastline/esi_images/IMG_2185_SecDE_Spr12.jpg,8C
gs://tamucc_coastline/esi_images/IMG_2203_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_1077_SecABD_Sum12_Pt1.jpg,1
gs://tamucc_coastline/esi_images/IMG_1326_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7448_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9376_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_0919_SecOP_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_4268_SABay_2013.JPG,5
gs://tamucc_coastline/esi_images/IMG_4008_SecABD_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_5407_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_9545_SecBC_Spr12.jpg,8C
gs://tamucc_coastline/esi_images/IMG_3751_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_8128_SecAB_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_7385_SecEFG_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_4204_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_0002_SecEFG_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5560_SecC_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_8478_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4172_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_7579_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_8139_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1723_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3459_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4732_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7689_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_8756_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_4983_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_6807_SecG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3248_SecDE_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_1478_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5296_SecOPQ_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_8618_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4491_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2098_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_8446_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7008_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0339_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_8830_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_0910_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1800_SecEGH_Sum12_Pt2.jpg,8A
gs://tamucc_coastline/esi_images/IMG_3278_SecEGH_Sum12_Pt2.jpg,2A
gs://tamucc_coastline/esi_images/IMG_9413_SecMO_Sum12_Pt3.jpg,8A
gs://tamucc_coastline/esi_images/IMG_2244_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7579_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_5650_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_1776_SecABD_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4004_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0502_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_5132_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_8074_SecG_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_0003_SecHKL_Sum12_Pt2.jpg,10B
gs://tamucc_coastline/esi_images/IMG_5583_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8286_SecI_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_9923_SecEFG_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_5063_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0370_SecABD_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_8708_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4355_SecC_Sum12_Pt1.jpg,2A
gs://tamucc_coastline/esi_images/IMG_8565_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9343_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5365_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_0586_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_1986_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_4737_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0070_SecABD_Sum12_Pt1.jpg,8B
gs://tamucc_coastline/esi_images/IMG_0104_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_3364_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8513_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0140_SecABD_Sum12_Pt1.jpg,9
gs://tamucc_coastline/esi_images/IMG_7306_SecI_Sum12_Pt2.jpg,10D
gs://tamucc_coastline/esi_images/IMG_6909_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_6492_SecFG2_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8036_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_0166_SecABD_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_1992_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_0171_SecMO_Sum12_Pt3.jpg,1
gs://tamucc_coastline/esi_images/IMG_4117_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_8408_SecAB_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9156_SecEFG_Sum12_Pt1.jpg,3B
gs://tamucc_coastline/esi_images/IMG_2086_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9432_SecMO_Sum12_Pt3.jpg,8A
gs://tamucc_coastline/esi_images/IMG_8239_SecG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_5143_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7165_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_6860_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2971_SecABD_Sum12_Pt1.jpg,1
gs://tamucc_coastline/esi_images/IMG_2589_SecHKL_Sum12_Pt2.jpg,6A
gs://tamucc_coastline/esi_images/IMG_4896_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5865_SecJMO_Sum12_Pt3.jpg,6B
gs://tamucc_coastline/esi_images/IMG_1274_SecEFG_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_8365_SecMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9425_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_3793_SABay_2013.JPG,10A
gs://tamucc_coastline/esi_images/IMG_1091_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0123_SecABD_Sum12_Pt1.jpg,5
gs://tamucc_coastline/esi_images/IMG_8252_SecQN_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_8850_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_5009_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_4883_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7462_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5009_SecEGH_Sum12_Pt2.jpg,8A
gs://tamucc_coastline/esi_images/IMG_1532_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5433_SecFG_Spr12.jpg,8C
gs://tamucc_coastline/esi_images/IMG_5770_SecFG2_Spr12.jpg,8C
gs://tamucc_coastline/esi_images/IMG_3234_SecABD_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9823_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_4288_SecFG_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_5390_SABay_2013.JPG,10D
gs://tamucc_coastline/esi_images/IMG_5415_SecFG_Spr12.jpg,8C
gs://tamucc_coastline/esi_images/IMG_5243_SABay_2013.JPG,2A
gs://tamucc_coastline/esi_images/IMG_0700_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3098_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0058_SecBC_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8915_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_2456_SecABD_Sum12_Pt1.jpg,8C
gs://tamucc_coastline/esi_images/IMG_5623_SecJMO_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8015_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_8144_SecAB_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_5486_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8634_SecAB_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_7246_SecQN_Sum12_Pt3.jpg,6A
gs://tamucc_coastline/esi_images/IMG_6504_SecEFG_Sum12_Pt1.jpg,6A
gs://tamucc_coastline/esi_images/IMG_3897_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_9216_SecBC_Spr12.jpg,3A
gs://tamucc_coastline/esi_images/IMG_3773_SABay_2013.JPG,8B
gs://tamucc_coastline/esi_images/IMG_3456_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_0499_SecBC_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_3605_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5447_SecFG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_3305_SecEGH_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_2112_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_5802_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3577_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3946_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2567_SecOP_Sum12_Pt3.jpg,3A
gs://tamucc_coastline/esi_images/IMG_5993_SecC_Sum12_Pt1.jpg,2A
gs://tamucc_coastline/esi_images/IMG_1004_SecEFG_Sum12_Pt1.jpg,1
gs://tamucc_coastline/esi_images/IMG_0491_SecABD_Sum12_Pt1.jpg,8B
gs://tamucc_coastline/esi_images/IMG_1095_SecEFG_Sum12_Pt1.jpg,8A
gs://tamucc_coastline/esi_images/IMG_8728_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_1444_SecBC_Spr12.jpg,5
gs://tamucc_coastline/esi_images/IMG_0551_SecOP_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5997_SecC_Sum12_Pt1.jpg,2A
gs://tamucc_coastline/esi_images/IMG_1231_SecHKL_Sum12_Pt2.jpg,8C
gs://tamucc_coastline/esi_images/IMG_5339_SecFG_Spr12.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2680_SecEGH_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7232_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_4586_SecOPQ_Sum12_Pt3.jpg,2A
gs://tamucc_coastline/esi_images/IMG_7039_SecQN_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_8148_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_5712_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4752_SABay_2013.JPG,10B
gs://tamucc_coastline/esi_images/IMG_8555_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_9119_SecAB_Spr12.jpg,7
gs://tamucc_coastline/esi_images/IMG_7822_SecG_Spr12.jpg,3B
gs://tamucc_coastline/esi_images/IMG_7233_SecEFG_Sum12_Pt1.jpg,10D
gs://tamucc_coastline/esi_images/IMG_1732_SecOP_Sum12_Pt3.jpg,10B
gs://tamucc_coastline/esi_images/IMG_5080_SecC_Sum12_Pt1.jpg,10A
gs://tamucc_coastline/esi_images/IMG_3607_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4906_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5421_SecFG_Spr12.jpg,10B
gs://tamucc_coastline/esi_images/IMG_3844_SecOPQ_Sum12_Pt3.jpg,10A
gs://tamucc_coastline/esi_images/IMG_5308_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_7759_SecMO_Sum12_Pt3.jpg,10D
gs://tamucc_coastline/esi_images/IMG_6491_SecQN_Sum12_Pt3.jpg,8C
gs://tamucc_coastline/esi_images/IMG_7082_SecI_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_2499_SecDE_Spr12.jpg,9
gs://tamucc_coastline/esi_images/IMG_1576_SecHKL_Sum12_Pt2.jpg,10A
gs://tamucc_coastline/esi_images/IMG_4983_SABay_2013.JPG,10C
gs://tamucc_coastline/esi_images/IMG_0755_SecBC_Spr12.jpg,10A
